The NFC Least,137.08,vs.,100.68,kevinlab's Team
Joe Burrow,10.28,QB,14.58,Ryan Tannehill
Aaron Jones,38.5,RB,3.1,AJ Dillon
Elijah Mitchell,6.3,RB,9.8,D'Andre Swift
Javonte Williams,7.9,RB,5.8,Jonathan Taylor
A.J. Brown,5.8,WR,17.9,DJ Moore
Chase Claypool,8.2,WR,9.6,Darnell Mooney
Ja'Marr Chase,12.4,WR,5.8,Jaylen Waddle
DJ Chark,2.4,RB/WR/TE,1.5,Jalen Reagor
Noah Fant,11.3,TE,16.6,T.J. Hockenson
Dustin Hopkins,14,K,9,Greg Zuerlein
Tampa Bay Buccaneers,20,D/ST,7,New York Jets

JustinPaley's Team,169.5,vs.,136.46,Munch and the Munchkins
Kyler Murray,33.1,QB,32.26,Lamar Jackson
James White,15.5,RB,3.2,Peyton Barber
Kenyan Drake,8,RB,22.2,Christian McCaffrey
Nick Chubb,16.3,RB,12.9,Damien Harris
Mike Williams,18.6,WR,13.4,DeAndre Hopkins
Cooper Kupp,32.3,WR,11.9,Adam Thielen
Calvin Ridley,15.8,WR,2.6,DeVonta Smith
Robert Tonyan,12.7,TE,9.8,Kyle Pitts
Antonio Brown,2.2,RB/WR/TE,5.2,Hunter Henry
Brandon McManus,13,K,6,Jason Myers
Philadelphia Eagles,2,D/ST,17,Minnesota Vikings

Pat n Ma'Homies,120.62,vs.,127.02,BForm's Team
Patrick Mahomes,24.02,QB,23.32,Russell Wilson
Leonard Fournette,8.6,RB,4.5,Mark Ingram
Darrell Henderson,15.7,RB,44.7,Derrick Henry
Myles Gaskin,6.6,RB,2.6,James Conner
Marquise Brown,20.3,WR,9.4,Allen Robinson
Terry McLaurin,22.2,WR,3.9,Amari Cooper
Laviska Shenault,0.7,WR,14,Stefon Diggs
Corey Davis,1.8,RB/WR/TE,1.4,Jarvis Landry
George Kittle,2.7,TE,8.2,Mark Andrews
Rodrigo Blankenship,12,K,5,Younghoe Koo
Cleveland Browns,6,D/ST,10,Los Angeles Rams

micnaumann's Team,133.24,vs.,156.4,LiamWallace's Team
Tom Brady,29.64,QB,26.8,Aaron Rodgers
Ezekiel Elliott,16.7,RB,5.2,Jamaal Williams
Dalvin Cook,15.8,RB,9.4,David Montgomery
Clyde Edwards-Helaire,2.6,RB,8.3,Antonio Gibson
Tyler Boyd,10.8,RB/WR/TE,4.1,Ronald Jones
Keenan Allen,12.8,WR,22,Mike Evans
Deebo Samuel,13.1,WR,27.8,Tyler Lockett
Diontae Johnson,15,WR,20.4,Courtland Sutton
Dalton Schultz,2.8,TE,20.4,Travis Kelce
Robbie Gould,6,K,5,Mason Crosby
New Orleans Saints,8,D/ST,7,Washington Commanders

Dak Label Player of the Game,109.28,vs.,128.82,JuJu and JuJuJu (Justin x3)
Dak Prescott,6.48,QB,14.72,Justin Herbert
Melvin Gordon,7.9,RB,5.7,David Johnson
Saquon Barkley,7.9,RB,18,Austin Ekeler
Miles Sanders,6.4,RB,10,Chase Edmonds
Robert Woods,9.5,WR,4.4,Tyreek Hill
Davante Adams,16.1,WR,13.4,JuJu Smith-Schuster
Kenny Golladay,5.3,WR,15.5,Justin Jefferson
DeVante Parker,6.7,RB/WR/TE,11.2,Tim Patrick
Darren Waller,9,TE,17.9,Rob Gronkowski
Matt Prater,11,K,7,Justin Tucker
New England Patriots,23,D/ST,11,San Francisco 49ers

thomas10's Team,126.52,vs.,97.06,mdubey's Team
Baker Mayfield,16.52,QB,16.66,Josh Allen
Mike Davis,9.8,RB,5.8,Kareem Hunt
Joe Mixon,7.6,RB,5,Alvin Kamara
Najee Harris,16.6,RB,15.1,Chris Carson
Julio Jones,15.8,WR,5.3,Robbie Chosen
Chris Godwin,14.2,WR,13.4,CeeDee Lamb
DK Metcalf,8.3,WR,13,Tee Higgins
Brandin Cooks,18.3,RB/WR/TE,5.8,Jakobi Meyers
Dallas Goedert,3.4,TE,7,Logan Thomas
Ryan Succop,6,K,5,Harrison Butker
Denver Broncos,10,D/ST,5,Pittsburgh Steelers

