Munch and the Munchkins,156.88,vs.,132.2,kevinlab's Team
Lamar Jackson,23.08,QB,19.4,Ryan Tannehill
Damien Harris,24.3,RB,13.6,Devontae Booker
Chuba Hubbard,7.6,RB,24.4,D'Andre Swift
Demetric Felton,4.9,RB,16.5,Jonathan Taylor
DeAndre Hopkins,14.8,WR,10.3,DJ Moore
Rashod Bateman,9.5,WR,4.9,Darnell Mooney
DeVonta Smith,8.6,WR,11.8,Jaylen Waddle
Hunter Renfrow,9.3,RB/WR/TE,9.5,Jalen Reagor
Kyle Pitts,19.8,TE,7.8,T.J. Hockenson
Evan McPherson,13,K,9,Matt Gay
Tennessee Titans,22,D/ST,5,Miami Dolphins

Pat n Ma'Homies,144.64,vs.,93.5,thomas10's Team
Patrick Mahomes,7.74,QB,—,Baker Mayfield
Leonard Fournette,16,RB,1,Mike Davis
Darrell Henderson,7.9,RB,11.9,Joe Mixon
Myles Gaskin,15.7,RB,14,Samaje Perine
Corey Davis,12.7,WR,4.6,Brandin Cooks
Marquise Brown,16.5,WR,21.1,Chris Godwin
Terry McLaurin,21.7,WR,16.6,DK Metcalf
Mecole Hardman,2.8,RB/WR/TE,4.8,Julio Jones
C.J. Uzomah,22.6,TE,10.5,Dallas Goedert
Nick Folk,14,K,8,Ryan Succop
Cleveland Browns,7,D/ST,1,Baltimore Ravens

The NFC Least,171.24,vs.,105.08,BForm's Team
Joe Burrow,26.64,QB,13.78,Teddy Bridgewater
Aaron Jones,6.4,RB,4.2,Mark Ingram
Elijah Mitchell,16.7,RB,15.4,Derrick Henry
Michael Carter,12.4,RB,12.4,James Conner
A.J. Brown,23.3,WR,2.6,Allen Robinson
Henry Ruggs,5.1,WR,6.2,Jarvis Landry
Ja'Marr Chase,30.1,WR,12.1,Nelson Agholor
Noah Fant,6.4,TE,6.3,Mark Andrews
Javonte Williams,14.2,RB/WR/TE,7.1,Tyler Higbee
Zane Gonzalez,4,K,12,Younghoe Koo
Tampa Bay Buccaneers,26,D/ST,13,Arizona Cardinals

Dak Label Player of the Game,115.56,vs.,125.44,JustinPaley's Team
Matthew Stafford,27.16,QB,21.44,Kyler Murray
Alex Collins,4.9,RB,11.4,Devonta Freeman
Darrel Williams,6.5,RB,15.4,Kenyan Drake
Miles Sanders,3.2,RB,10.1,Ty Johnson
Robert Woods,12,WR,1.2,Demarcus Robinson
Davante Adams,16.6,WR,32.6,Cooper Kupp
Christian Kirk,13,WR,10.6,Calvin Ridley
Ross Dwelley,1,TE,9.3,Hunter Henry
Melvin Gordon,10.2,RB/WR/TE,7.4,Evan Engram
Matt Prater,7,K,2,Brandon McManus
New England Patriots,14,D/ST,4,Carolina Panthers

JuJu and JuJuJu (Justin x3),112.34,vs.,137.44,micnaumann's Team
Tua Tagovailoa,26.54,QB,24.44,Tom Brady
David Johnson,7.7,RB,—,Kyle Juszczyk
Chase Edmonds,9.5,RB,—,Trey Sermon
Josh Jacobs,14.3,RB,15.8,Khalil Herbert
A.J. Green,8.1,WR,17.5,Deebo Samuel
Tyreek Hill,9.7,WR,12.3,Van Jefferson
Kendrick Bourne,13.8,WR,18.5,Michael Pittman
Tim Patrick,2.6,RB/WR/TE,5.9,Tyler Boyd
Ricky Seals-Jones,8.1,TE,18,Mike Gesicki
Justin Tucker,6,K,11,Randy Bullock
San Francisco 49ers,6,D/ST,14,New Orleans Saints

LiamWallace's Team,115.86,vs.,109.38,mdubey's Team
Aaron Rodgers,24.66,QB,16.88,Jameis Winston
Cordarrelle Patterson,13.1,RB,7.6,J.D. McKissic
Jamaal Williams,5.7,RB,28.9,Alvin Kamara
Antonio Gibson,6.6,RB,0.4,Sony Michel
Mike Evans,28.6,WR,6.9,Jakobi Meyers
Tyler Lockett,2.2,WR,9.7,Tee Higgins
Courtland Sutton,9.3,WR,4.7,Marquez Callaway
Nyheim Hines,1.7,RB/WR/TE,2.9,Robbie Chosen
Travis Kelce,10,TE,1.4,O.J. Howard
Mason Crosby,6,K,9,Daniel Carlson
Las Vegas Raiders,8,D/ST,21,Green Bay Packers

