Dirty Kev and the Boyz,159.64,vs.,110.7,Aaron’s Drug Adventures
Ryan Tannehill,19.34,QB,3.7,Aaron Rodgers
Jonathan Taylor,25.5,RB,16.5,Antonio Gibson
D'Andre Swift,25.0,RB,6.5,David Montgomery
AJ Dillon,17.6,RB,7.4,Nyheim Hines
Jaylen Waddle,15.7,WR,15.6,Mike Evans
Darnell Mooney,1.3,WR,4.3,Tyler Lockett
DJ Moore,6.5,WR,9.2,Courtland Sutton
T.J. Hockenson,5.8,TE,22.1,Travis Kelce
Jerry Jeudy,18.2,WR/RB/TE,2.6,Hunter Renfrow
Matt Gay,6.7,K,17.8,Cade York
MIA,18.0,D/ST,5.0,WAS

Munch and McMunchkins,123.82,vs.,116.04,Inferno F.C.
Lamar Jackson,20.22,QB,13.64,Justin Fields
Christian McCaffrey,13.7,RB,9.6,Najee Harris
Cordarrelle Patterson,21.1,RB,18.0,Joe Mixon
Damien Harris,6.8,RB,6.7,Rashaad Penny
Stefon Diggs,22.2,WR,5.1,DK Metcalf
Adam Thielen,5.1,WR,5.0,Chris Godwin
Rashod Bateman,12.9,WR,9.9,Drake London
Kyle Pitts,2.9,TE,7.5,Dallas Goedert
DeVonta Smith,0.0,WR/RB/TE,11.7,Brandin Cooks
Evan McPherson,8.9,K,16.9,Ryan Succop
TEN,10.0,D/ST,12.0,BAL

J E T S NONONO,90.52,vs.,92.3,bformell
Kyler Murray,20.62,QB,17.8,Russell Wilson
Nick Chubb,14.8,RB,7.2,Derrick Henry
Damien Williams,0.2,RB,13.0,James Conner
Kenyan Drake,5.1,RB,3.7,Raheem Mostert
Cooper Kupp,25.3,WR,3.2,Amari Cooper
Jalen Tolbert,0.0,WR,1.7,Allen Robinson
Mike Williams,2.0,WR,6.1,Marquez Valdes-Scantling
Hunter Henry,3.0,TE,7.7,Mark Andrews
Skyy Moore,3.5,WR/RB/TE,14.9,Jarvis Landry
Brandon McManus,11.0,K,8.0,Jake Elliott
PHI,5.0,D/ST,9.0,LAR

CeeDee’s Nutz,111.18,vs.,129.12,The Hardly Know 'Ers
Josh Allen,31.48,QB,17.22,Joe Burrow
Alvin Kamara,6.1,RB,14.3,Javonte Williams
Breece Hall,7.1,RB,6.5,Travis Etienne
Kareem Hunt,21.0,RB,4.4,Dameon Pierce
CeeDee Lamb,3.9,WR,23.9,Ja'Marr Chase
Tee Higgins,3.7,WR,20.5,A.J. Brown
Isaiah McKenzie,8.9,WR,7.4,Chase Claypool
Zach Ertz,10.4,TE,9.7,Dalton Schultz
Jakobi Meyers,8.2,WR/RB/TE,4.1,Elijah Mitchell
Harrison Butker,9.4,K,8.1,Tyler Bass
GB,1.0,D/ST,13.0,TB

klabs_smelly_dookey,114.32,vs.,153.6,Los Angeles Rams
Jalen Hurts,24.72,QB,6.8,Matthew Stafford
Dalvin Cook,12.3,RB,29.4,Saquon Barkley
Ezekiel Elliott,5.4,RB,17.5,Miles Sanders
Aaron Jones,9.1,RB,6.2,Melvin Gordon
Deebo Samuel,11.6,WR,25.1,Davante Adams
Keenan Allen,8.6,WR,16.8,Gabe Davis
Michael Pittman,22.6,WR,20.2,Michael Thomas
Pat Freiermuth,10.0,TE,9.9,Darren Waller
Cam Akers,0.0,WR/RB/TE,14.7,Christian Kirk
Robbie Gould,4.0,K,1.0,Matt Prater
IND,6.0,D/ST,6.0,NE

Juju and Jujuju,118.86,vs.,116.2,PatnMahomies
Justin Herbert,23.26,QB,33.9,Patrick Mahomes
Austin Ekeler,9.2,RB,14.7,Leonard Fournette
Josh Jacobs,7.8,RB,0.2,Travis Homer
Chase Edmonds,8.5,RB,3.7,Rhamondre Stevenson
Justin Jefferson,34.9,WR,12.8,Terry McLaurin
Tyreek Hill,13.0,WR,5.7,Brandon Aiyuk
A.J. Green,2.3,WR,16.4,Amon-Ra St. Brown
Brevin Jordan,1.0,TE,0.0,George Kittle
JuJu Smith-Schuster,7.9,WR/RB/TE,12.3,Marquise Brown
Justin Tucker,6.0,K,9.5,Rodrigo Blankenship
SF,5.0,D/ST,7.0,CLE

