Dirty Kev and the Boyz,94.26,vs.,140.9,klabs_smelly_dookey
Trevor Lawrence,16.36,QB,33.4,Jalen Hurts
Jonathan Taylor,11.8,RB,16.6,Ezekiel Elliott
Gus Edwards,1.2,RB,7.5,Aaron Jones
D'Andre Swift,19.1,RB,18.5,Cam Akers
Jaylen Waddle,1.4,WR,2.6,Michael Pittman
Jerry Jeudy,8.5,WR,9.3,Deebo Samuel
Chris Olave,8.5,WR,8.5,Diontae Johnson
T.J. Hockenson,5.3,TE,9.1,Pat Freiermuth
Randall Cobb,0.0,WR/RB/TE,8.0,Tyler Boyd
Jason Myers,10.1,K,21.4,Michael Badgley
LAC,12.0,D/ST,6.0,BUF

Munch and McMunchkins,127.14,vs.,171.3,Los Angeles Rams
Lamar Jackson,1.34,QB,16.8,Dak Prescott
Cordarrelle Patterson,6.0,RB,16.6,Saquon Barkley
Christian McCaffrey,24.6,RB,23.6,Tony Pollard
Jamaal Williams,9.5,RB,4.7,Alvin Kamara
Stefon Diggs,18.7,WR,13.4,Christian Kirk
Tyler Lockett,23.3,WR,33.7,Davante Adams
Jakobi Meyers,3.7,WR,17.8,Keenan Allen
Travis Kelce,5.6,TE,11.5,Evan Engram
DeVonta Smith,18.7,WR/RB/TE,20.2,Garrett Wilson
Evan McPherson,10.7,K,6.0,Brett Maher
MIN,5.0,D/ST,7.0,WAS

J E T S NONONO,76.52,vs.,136.42,PatnMahomies
Kirk Cousins,11.82,QB,19.82,Patrick Mahomes
Kareem Hunt,7.4,RB,3.6,Kenneth Walker
Kenyan Drake,5.6,RB,9.8,Rhamondre Stevenson
Nick Chubb,8.0,RB,11.1,Leonard Fournette
Kalif Raymond,1.6,WR,20.5,Terry McLaurin
Allen Lazard,9.2,WR,7.1,Brandon Aiyuk
Skyy Moore,1.2,WR,29.1,Amon-Ra St. Brown
Hayden Hurst,2.2,TE,3.2,George Kittle
Tyler Allgeier,5.2,WR/RB/TE,11.0,Corey Davis
Brandon McManus,14.3,K,12.2,Greg Joseph
PHI,10.0,D/ST,9.0,SEA

Inferno F.C.,143.36,vs.,84.38,Aaron’s Drug Adventures
Justin Fields,19.26,QB,13.68,Aaron Rodgers
Najee Harris,9.7,RB,0.9,Kyren Williams
Samaje Perine,18.5,RB,6.9,Antonio Gibson
Devin Singletary,11.1,RB,14.7,David Montgomery
DK Metcalf,22.7,WR,22.9,Christian Watson
Chris Godwin,10.3,WR,0.0,Courtland Sutton
Joshua Palmer,9.5,WR,9.0,Treylon Burks
Noah Gray,2.0,TE,0.0,Dawson Knox
Rachaad White,13.9,WR/RB/TE,8.5,Rashid Shaheed
Robbie Gould,20.4,K,9.8,Graham Gano
BAL,6.0,D/ST,-2.0,JAX

CeeDee’s Nutz,89.92,vs.,85.38,bformell
Josh Allen,16.92,QB,22.98,Geno Smith
Isaiah Spiller,0.0,RB,7.4,Mark Ingram
Ronald Jones,0.0,RB,3.0,Raheem Mostert
Jaylen Warren,2.9,RB,4.8,Derrick Henry
Tee Higgins,11.0,WR,8.1,Marquez Valdes-Scantling
Isaiah McKenzie,6.9,WR,6.0,Amari Cooper
CeeDee Lamb,17.9,WR,2.2,Marvin Jones
Tyler Conklin,1.9,TE,7.4,Mark Andrews
Donovan Peoples-Jones,11.9,WR/RB/TE,1.4,Jarvis Landry
Daniel Carlson,11.5,K,14.1,Younghoe Koo
GB,9.0,D/ST,8.0,LAR

The Hardly Know 'Ers,139.64,vs.,138.1,Juju and Jujuju
Joe Burrow,30.04,QB,16.1,Justin Herbert
Dameon Pierce,11.0,RB,10.7,Austin Ekeler
Travis Etienne,6.1,RB,20.0,Josh Jacobs
Latavius Murray,8.1,RB,15.3,Dalvin Cook
A.J. Brown,27.9,WR,25.1,Tyreek Hill
Mike Evans,7.9,WR,2.6,Zay Jones
Ja'Marr Chase,13.2,WR,15.1,Justin Jefferson
Dalton Schultz,4.3,TE,10.5,Gerald Everett
Chase Claypool,3.3,WR/RB/TE,0.7,George Pickens
Tyler Bass,7.8,K,4.0,Justin Tucker
DAL,20.0,D/ST,18.0,SF

