Dirty Kev and the Boyz,120.24,vs.,116.08,Inferno F.C.
Trevor Lawrence,23.94,QB,13.28,Jimmy Garoppolo
Jonathan Taylor,17.3,RB,17.3,Samaje Perine
Gus Edwards,9.2,RB,10.4,Najee Harris
D'Andre Swift,8.3,RB,8.5,Devin Singletary
Jaylen Waddle,11.0,WR,14.5,DK Metcalf
DJ Moore,18.3,WR,23.0,Chris Godwin
Chris Olave,8.7,WR,7.1,Joshua Palmer
T.J. Hockenson,12.8,TE,0.0,Juwan Johnson
Darnell Mooney,0.0,WR/RB/TE,2.4,Parris Campbell
Matt Gay,5.7,K,8.6,Robbie Gould
LAC,5.0,D/ST,11.0,KC

Munch and McMunchkins,140.06,vs.,77.46,J E T S NONONO
Lamar Jackson,23.06,QB,21.86,Kirk Cousins
Cordarrelle Patterson,8.6,RB,2.6,Kareem Hunt
Christian McCaffrey,6.9,RB,0.2,Kenyan Drake
Jamaal Williams,10.6,RB,19.7,Nick Chubb
Stefon Diggs,17.7,WR,3.5,Kalif Raymond
Tyler Lockett,14.3,WR,3.4,Allen Lazard
Jakobi Meyers,7.7,WR,4.1,Skyy Moore
Travis Kelce,13.7,TE,8.7,Hayden Hurst
DeVonta Smith,7.0,WR/RB/TE,3.4,Dontrell Hilliard
Evan McPherson,10.5,K,4.0,Brandon McManus
MIA,20.0,D/ST,6.0,PHI

CeeDee’s Nutz,99.22,vs.,103.6,Aaron’s Drug Adventures
Josh Allen,28.92,QB,9.5,Aaron Rodgers
Isaiah Spiller,1.0,RB,7.5,Kyren Williams
Damien Harris,1.6,RB,6.9,Antonio Gibson
Michael Carter,4.6,RB,12.8,David Montgomery
Tee Higgins,20.9,WR,1.3,Terrace Marshall
Darius Slayton,7.8,WR,10.5,Courtland Sutton
Donovan Peoples-Jones,2.6,WR,15.0,Treylon Burks
Tyler Conklin,6.5,TE,2.7,Dawson Knox
CeeDee Lamb,14.7,WR/RB/TE,19.0,Christian Watson
Daniel Carlson,10.6,K,12.4,Graham Gano
GB,0.0,D/ST,6.0,JAX

klabs_smelly_dookey,117.82,vs.,188.8,Juju and Jujuju
Jalen Hurts,28.82,QB,28.76,Justin Herbert
Ezekiel Elliott,16.0,RB,19.5,Austin Ekeler
Aaron Jones,17.4,RB,45.3,Josh Jacobs
Cam Akers,3.7,RB,7.6,Dalvin Cook
Michael Pittman,15.6,WR,12.0,Tyreek Hill
Deebo Samuel,5.8,WR,5.3,JuJu Smith-Schuster
Diontae Johnson,7.4,WR,24.84,Justin Jefferson
Pat Freiermuth,5.4,TE,5.8,Gerald Everett
Tyler Boyd,2.6,WR/RB/TE,9.2,George Pickens
Michael Badgley,7.1,K,15.5,Justin Tucker
BUF,8.0,D/ST,15.0,SF

The Hardly Know 'Ers,101.7,vs.,97.02,bformell
Joe Burrow,18.0,QB,19.32,Geno Smith
Dameon Pierce,3.1,RB,19.5,James Conner
Travis Etienne,0.3,RB,0.0,Raheem Mostert
Latavius Murray,10.3,RB,12.2,Derrick Henry
A.J. Brown,10.6,WR,7.6,Marquez Valdes-Scantling
Mike Evans,4.1,WR,12.9,Amari Cooper
DeAndre Hopkins,16.7,WR,0.0,Allen Robinson
Dalton Schultz,17.1,TE,8.0,Mark Andrews
Elijah Mitchell,5.3,WR/RB/TE,0.0,Tyler Higbee
Tyler Bass,11.2,K,12.5,Jake Elliott
DAL,5.0,D/ST,5.0,ARI

PatnMahomies,116.3,vs.,93.04,Los Angeles Rams
Patrick Mahomes,18.4,QB,13.84,Dak Prescott
Kenneth Walker,16.4,RB,13.2,Saquon Barkley
Rhamondre Stevenson,15.7,RB,7.1,Tony Pollard
Chris Evans,0.0,RB,4.0,Alvin Kamara
Terry McLaurin,7.3,WR,5.8,Gabe Davis
Brandon Aiyuk,9.0,WR,10.9,Davante Adams
Amon-Ra St. Brown,23.4,WR,13.4,Keenan Allen
George Kittle,4.1,TE,2.1,Greg Dulcich
David Njoku,11.4,WR/RB/TE,11.7,Jeff Wilson
Greg Joseph,9.6,K,4.0,Brett Maher
SEA,1.0,D/ST,7.0,WAS

