Dirty Kev and the Boyz,102.12,vs.,111.0,The Hardly Know 'Ers
Ryan Tannehill,19.02,QB,26.7,Joe Burrow
Jonathan Taylor,14.9,RB,2.7,Dameon Pierce
Gus Edwards,0.0,RB,5.9,Elijah Mitchell
D'Andre Swift,9.7,RB,2.8,AJ Dillon
DJ Moore,3.9,WR,6.5,A.J. Brown
Kadarius Toney,0.0,WR,0.9,Ben Skowronek
Chris Olave,18.7,WR,13.6,DeAndre Hopkins
T.J. Hockenson,5.9,TE,3.7,Dalton Schultz
Darnell Mooney,10.9,WR/RB/TE,5.0,Cole Kmet
Matt Gay,11.1,K,26.2,Tyler Bass
LV,8.0,D/ST,17.0,DAL

Munch and McMunchkins,141.16,vs.,113.0,klabs_smelly_dookey
Lamar Jackson,15.46,QB,23.2,Jalen Hurts
Cordarrelle Patterson,10.9,RB,17.2,Ezekiel Elliott
Christian McCaffrey,14.1,RB,10.0,Aaron Jones
D'Onta Foreman,2.4,RB,0.9,Clyde Edwards-Helaire
Stefon Diggs,12.8,WR,10.5,Michael Pittman
Adam Thielen,3.5,WR,18.9,Deebo Samuel
DeVonta Smith,10.8,WR,4.2,Diontae Johnson
Travis Kelce,32.5,TE,11.9,Pat Freiermuth
Jamaal Williams,24.4,WR/RB/TE,5.2,Tyler Boyd
Evan McPherson,18.3,K,7.0,Michael Badgley
MIN,-4.0,D/ST,4.0,BUF

J E T S NONONO,72.8,vs.,112.3,Juju and Jujuju
Kirk Cousins,2.2,QB,19.2,Justin Herbert
Kareem Hunt,6.4,RB,17.0,Austin Ekeler
Kenyan Drake,6.3,RB,17.5,Josh Jacobs
Nick Chubb,8.2,RB,7.2,Dalvin Cook
Kalif Raymond,5.5,WR,5.6,Michael Gallup
Allen Lazard,8.2,WR,4.8,Chris Moore
Mike Williams,2.0,WR,4.8,Justin Jefferson
Robert Tonyan,2.9,TE,0.0,Gerald Everett
Dontrell Hilliard,8.3,WR/RB/TE,16.3,George Pickens
Brandon McManus,15.8,K,7.9,Justin Tucker
PHI,7.0,D/ST,12.0,SF

Inferno F.C.,143.42,vs.,114.44,bformell
Justin Fields,21.62,QB,10.68,Russell Wilson
Joe Mixon,7.7,RB,11.4,James Conner
Najee Harris,25.6,RB,0.9,Jerick McKinnon
Devin Singletary,16.7,RB,24.36,Derrick Henry
Brandin Cooks,8.5,WR,2.3,Marquez Valdes-Scantling
Drake London,6.7,WR,27.3,Amari Cooper
Parris Campbell,9.2,WR,12.7,Allen Robinson
Juwan Johnson,12.2,TE,9.3,Mark Andrews
Curtis Samuel,9.3,WR/RB/TE,6.5,Tyler Higbee
Robbie Gould,8.9,K,5.0,Jake Elliott
BAL,17.0,D/ST,4.0,LAR

CeeDee’s Nutz,60.1,vs.,101.76,PatnMahomies
Jared Goff,6.5,QB,26.46,Patrick Mahomes
Jaylen Warren,1.4,RB,0.9,Darrell Henderson
Sony Michel,0.1,RB,11.2,Rhamondre Stevenson
Michael Carter,2.2,RB,0.0,Chris Evans
Mack Hollins,8.2,WR,7.6,Terry McLaurin
Isaiah McKenzie,0.0,WR,15.0,Brandon Aiyuk
Donovan Peoples-Jones,14.6,WR,11.5,Amon-Ra St. Brown
James Mitchell,0.0,TE,22.4,George Kittle
Jakobi Meyers,7.2,WR/RB/TE,2.7,David Njoku
Daniel Carlson,14.9,K,3.0,Greg Joseph
GB,5.0,D/ST,1.0,CLE

Aaron’s Drug Adventures,124.74,vs.,161.64,Los Angeles Rams
Daniel Jones,24.64,QB,20.64,Dak Prescott
Kyren Williams,4.9,RB,4.5,Saquon Barkley
Antonio Gibson,11.8,RB,5.3,Miles Sanders
David Montgomery,19.6,RB,10.9,Alvin Kamara
Terrace Marshall,9.1,WR,9.3,Gabe Davis
Christian Watson,19.1,WR,29.6,Davante Adams
Treylon Burks,14.6,WR,2.2,Garrett Wilson
Dawson Knox,10.5,TE,5.0,Greg Dulcich
Courtland Sutton,10.5,WR/RB/TE,33.9,Tony Pollard
Graham Gano,0.0,K,23.3,Brett Maher
NYG,0.0,D/ST,17.0,NE

