Dirty Kev and the Boyz,105.86,vs.,115.5,Munch and McMunchkins
Trevor Lawrence,20.96,QB,0.0,Sam Ehlinger
Jonathan Taylor,23.3,RB,2.5,Cordarrelle Patterson
AJ Dillon,6.5,RB,15.7,Christian McCaffrey
D'Andre Swift,7.7,RB,19.0,D'Onta Foreman
Jaylen Waddle,8.6,WR,18.8,Stefon Diggs
DeAndre Hopkins,14.8,WR,11.7,Tyler Lockett
Chris Olave,5.5,WR,10.9,DeVonta Smith
T.J. Hockenson,8.0,TE,3.8,Kyle Pitts
Jerry Jeudy,0.0,WR/RB/TE,17.1,Travis Kelce
Jason Myers,6.5,K,10.0,Robbie Gould
LV,4.0,D/ST,6.0,MIA

J E T S NONONO,68.88,vs.,105.72,The Hardly Know 'Ers
Kirk Cousins,13.48,QB,17.92,Derek Carr
Jamaal Williams,11.9,RB,11.2,Dameon Pierce
Tyler Allgeier,1.8,RB,8.8,Travis Etienne
Nick Chubb,13.6,RB,6.2,Latavius Murray
Kalif Raymond,6.2,WR,1.2,A.J. Brown
Allen Lazard,6.0,WR,1.3,Chase Claypool
Cooper Kupp,1.4,WR,13.9,Rondale Moore
Robert Tonyan,1.3,TE,14.4,Dalton Schultz
Dontrell Hilliard,1.3,WR/RB/TE,3.9,Treylon Burks
Brandon McManus,4.9,K,13.9,Tyler Bass
PHI,7.0,D/ST,13.0,TEN

Inferno F.C.,126.88,vs.,170.9,Los Angeles Rams
Justin Fields,38.38,QB,19.2,Dak Prescott
Rachaad White,10.5,RB,22.5,Saquon Barkley
Najee Harris,8.9,RB,5.4,Miles Sanders
Devin Singletary,15.2,RB,20.3,Tony Pollard
DK Metcalf,10.1,WR,18.3,Gabe Davis
Chris Godwin,16.1,WR,23.1,Davante Adams
Joshua Palmer,5.9,WR,27.0,Christian Kirk
Dallas Goedert,7.8,TE,1.6,Greg Dulcich
Curtis Samuel,5.0,WR/RB/TE,21.3,Jeff Wilson
Ryan Succop,3.0,K,10.2,Jason Sanders
KC,6.0,D/ST,2.0,CHI

CeeDee’s Nutz,107.1,vs.,116.1,Juju and Jujuju
Josh Allen,19.6,QB,23.4,Tua Tagovailoa
Alvin Kamara,6.0,RB,9.8,Austin Ekeler
Kareem Hunt,2.4,RB,19.6,Josh Jacobs
Jaylen Warren,9.2,RB,1.4,Chase Edmonds
CeeDee Lamb,32.5,WR,4.3,JuJu Smith-Schuster
Donovan Peoples-Jones,12.4,WR,12.9,Tyreek Hill
Isaiah McKenzie,7.5,WR,30.3,Justin Jefferson
Zach Ertz,1.7,TE,0.1,Taysom Hill
Mack Hollins,2.8,WR/RB/TE,3.3,Gerald Everett
Daniel Carlson,2.0,K,4.0,Brett Maher
PIT,11.0,D/ST,7.0,SF

Aaron’s Drug Adventures,115.48,vs.,115.0,klabs_smelly_dookey
Daniel Jones,18.28,QB,21.8,Jalen Hurts
Antonio Gibson,13.3,RB,22.1,Dalvin Cook
David Montgomery,4.9,RB,21.6,Aaron Jones
Nyheim Hines,1.4,RB,0.0,Clyde Edwards-Helaire
Mike Evans,7.9,WR,7.8,Michael Pittman
Terrace Marshall,4.8,WR,6.1,Deebo Samuel
Christian Watson,30.7,WR,8.3,Diontae Johnson
Dawson Knox,7.7,TE,5.6,Pat Freiermuth
Courtland Sutton,9.6,WR/RB/TE,5.7,Khalil Herbert
Graham Gano,7.9,K,7.0,Michael Badgley
NYG,9.0,D/ST,9.0,BUF

PatnMahomies,122.04,vs.,112.8,bformell
Patrick Mahomes,30.14,QB,19.2,Geno Smith
Leonard Fournette,10.3,RB,22.1,James Conner
Kenneth Walker,10.2,RB,16.7,Raheem Mostert
Darrell Henderson,9.7,RB,7.7,Derrick Henry
Terry McLaurin,16.8,WR,13.5,Marquez Valdes-Scantling
Brandon Aiyuk,9.4,WR,4.7,Amari Cooper
Amon-Ra St. Brown,17.1,WR,6.4,Allen Robinson
George Kittle,2.6,TE,11.3,Tyler Higbee
Wan'Dale Robinson,2.5,WR/RB/TE,5.2,Jarvis Landry
Greg Joseph,9.3,K,3.0,Jake Elliott
SEA,4.0,D/ST,3.0,LAR

