Dirty Kev and the Boyz,103.5,vs.,117.06,bformell
Trevor Lawrence,18.5,QB,11.06,Russell Wilson
Jonathan Taylor,6.8,RB,8.5,Derrick Henry
D'Andre Swift,15.7,RB,6.1,James Conner
AJ Dillon,7.2,RB,9.4,Raheem Mostert
Jaylen Waddle,34.6,WR,20.6,Amari Cooper
Jerry Jeudy,1.7,WR,13.3,Allen Robinson
DJ Moore,11.8,WR,2.3,Marquez Valdes-Scantling
T.J. Hockenson,4.1,TE,21.2,Mark Andrews
Darnell Mooney,0.1,WR/RB/TE,10.6,Tyler Higbee
Matt Gay,7.0,K,5.0,Younghoe Koo
MIA,-4.0,D/ST,9.0,LAR

Munch and McMunchkins,174.02,vs.,123.66,Juju and Jujuju
Lamar Jackson,41.62,QB,23.46,Justin Herbert
Christian McCaffrey,14.8,RB,13.9,Austin Ekeler
Cordarrelle Patterson,4.1,RB,8.6,Josh Jacobs
James Robinson,14.8,RB,4.6,Chase Edmonds
Stefon Diggs,38.8,WR,7.8,Justin Jefferson
Adam Thielen,7.2,WR,36.5,Tyreek Hill
Rashod Bateman,18.8,WR,3.8,Zay Jones
Gerald Everett,10.1,TE,1.4,Taysom Hill
Kyle Pitts,2.9,WR/RB/TE,2.5,JuJu Smith-Schuster
Evan McPherson,13.9,K,10.1,Justin Tucker
MIN,7.0,D/ST,11.0,SF

J E T S NONONO,144.68,vs.,124.62,klabs_smelly_dookey
Kyler Murray,25.88,QB,32.02,Jalen Hurts
Nick Chubb,30.8,RB,5.6,Dalvin Cook
Kyle Juszczyk,6.1,RB,5.4,Ezekiel Elliott
Kenyan Drake,0.8,RB,30.5,Aaron Jones
Cooper Kupp,26.3,WR,5.0,Elijah Moore
Sterling Shepard,6.4,WR,10.7,Diontae Johnson
Mike Williams,21.3,WR,11.2,Deebo Samuel
Hunter Henry,0.0,TE,10.2,Pat Freiermuth
Robert Tonyan,2.1,WR/RB/TE,4.7,Tyler Boyd
Brandon McManus,12.0,K,9.3,Robbie Gould
PHI,13.0,D/ST,0.0,IND

Inferno F.C.,97.0,vs.,105.96,The Hardly Know 'Ers
Justin Fields,7.8,QB,15.56,Joe Burrow
Najee Harris,11.4,RB,9.0,Javonte Williams
Joe Mixon,9.8,RB,6.8,Travis Etienne
Rashaad Penny,1.5,RB,8.2,Dameon Pierce
DK Metcalf,5.5,WR,8.3,Ja'Marr Chase
Curtis Samuel,19.4,WR,9.4,A.J. Brown
Brandin Cooks,7.4,WR,2.7,Robbie Chosen
Dallas Goedert,10.7,TE,0.8,Dalton Schultz
Devin Singletary,3.1,WR/RB/TE,4.6,Chase Claypool
Ryan Succop,11.4,K,13.6,Tyler Bass
DEN,9.0,D/ST,27.0,TB

CeeDee’s Nutz,133.98,vs.,127.98,Los Angeles Rams
Josh Allen,29.68,QB,18.88,Matthew Stafford
Breece Hall,12.5,RB,10.3,Saquon Barkley
Michael Carter,7.5,RB,5.8,Melvin Gordon
Kareem Hunt,8.4,RB,11.3,Jeff Wilson
CeeDee Lamb,11.6,WR,8.2,Davante Adams
Tee Higgins,16.1,WR,22.8,Christian Kirk
Donovan Peoples-Jones,0.0,WR,15.5,Michael Thomas
Zach Ertz,11.5,TE,14.0,Darren Waller
Jakobi Meyers,14.0,WR/RB/TE,10.1,Miles Sanders
Daniel Carlson,13.7,K,4.1,Wil Lutz
GB,9.0,D/ST,7.0,NE

Aaron’s Drug Adventures,109.76,vs.,115.4,PatnMahomies
Aaron Rodgers,16.36,QB,17.3,Patrick Mahomes
Antonio Gibson,11.1,RB,8.4,Leonard Fournette
David Montgomery,14.6,RB,10.7,Darrell Henderson
Nyheim Hines,5.7,RB,5.6,Rhamondre Stevenson
Mike Evans,7.6,WR,10.2,Terry McLaurin
Tyler Lockett,15.2,WR,8.8,Brandon Aiyuk
Courtland Sutton,16.2,WR,34.9,Amon-Ra St. Brown
Travis Kelce,7.6,TE,4.7,David Njoku
Hunter Renfrow,6.4,WR/RB/TE,9.8,Marquise Brown
Cade York,6.0,K,1.0,Greg Joseph
LV,3.0,D/ST,4.0,CLE

